product_id,product_name,sales,comment_id,comment_time,content,sku,sku_id,display_user_nick,reply,create_time,update_time
550901982416,故宫小确幸笔记本日记本礼品本子生日礼物礼品伴手礼,10万+,1161893259298,2021-12-27,里面多数页是白色纸，纸质质量很好。,,,g**i,,2023-11-03 14:59:16,2023-11-03 14:59:16
550901982416,故宫小确幸笔记本日记本礼品本子生日礼物礼品伴手礼,10万+,1160959645873,2021-12-26,赞赞赞，发货很快,,,s**n,,2023-11-03 14:59:16,2023-11-03 14:59:16
550901982416,故宫小确幸笔记本日记本礼品本子生日礼物礼品伴手礼,10万+,1160723593003,2021-12-24,送朋友的，看着不错,,,c**d,,2023-11-03 14:59:16,2023-11-03 14:59:16
550901982416,故宫小确幸笔记本日记本礼品本子生日礼物礼品伴手礼,10万+,1160341105845,2021-12-21,就是发货比较慢。买回家还没看到怎么样。看晒图应该是还不错的。,,,t**3,亲爱的您好，双12活动期间订单较多，12月12日-12月14日付款的订单店铺为付款后48小时内发货。库房的小伙伴都在加班加点的为您打包发货啦，感谢您的耐心等待哦~,2023-11-03 14:59:16,2023-11-03 14:59:16
550901982416,故宫小确幸笔记本日记本礼品本子生日礼物礼品伴手礼,10万+,1160261317837,2021-12-21,本子很美，质量也好，小贵,,,属**福,,2023-11-03 14:59:16,2023-11-03 14:59:16
550901982416,故宫小确幸笔记本日记本礼品本子生日礼物礼品伴手礼,10万+,1159788896032,2021-12-20,此用户没有填写评价。,,,z**0,,2023-11-03 14:59:16,2023-11-03 14:59:16
550901982416,故宫小确幸笔记本日记本礼品本子生日礼物礼品伴手礼,10万+,1161061251546,2021-12-20,不错,,,c**4,,2023-11-03 14:59:16,2023-11-03 14:59:16
550901982416,故宫小确幸笔记本日记本礼品本子生日礼物礼品伴手礼,10万+,1160978331765,2021-12-19,小孩喜欢。挺精致的。,,,与**开,,2023-11-03 14:59:16,2023-11-03 14:59:16
550901982416,故宫小确幸笔记本日记本礼品本子生日礼物礼品伴手礼,10万+,1159609948319,2021-12-19,非常好看。,,,i**8,,2023-11-03 14:59:16,2023-11-03 14:59:16
550901982416,故宫小确幸笔记本日记本礼品本子生日礼物礼品伴手礼,10万+,1160695231872,2021-12-17,笔记本质量好，纸质好，价格高了点。,,,c**1,,2023-11-03 14:59:16,2023-11-03 14:59:16
550901982416,故宫小确幸笔记本日记本礼品本子生日礼物礼品伴手礼,10万+,1166647923260,2021-12-16,此用户没有填写评价。,,,t**4,,2023-11-03 14:59:16,2023-11-03 14:59:16
